"ncit_value","origin_id"
"multiepitope_her2_peptide_vaccine_tpiv100","C173525"
"multifocal","C25253"
"multifocal_superficial_basal_cell_carcinoma","C4108"
"multiple_adenomatous_polyps","C4135"
"multiple_endocrine_adenomas","C6432"
"multiple_hemorrhagic_sarcoma","C9087"
"multiple_meningiomas","C3707"
"multiple_myeloma","C3242"
"multiple_neurofibromatosis","C6727"
"murizatoclax","C156740"
"muscadine_grape_extract","C175526"
"muscle_tissue","C12435"
"mutyh","C61056"
"mvabn_smallpox_vaccine","C173552"
"mx","C48704"
"mxmixed_response","C165202"
"myanmar","C16370"
"myb","C28569"
"myc","C16887"
"mycl","C18407"
"mycn","C18405"
"mycosis_fungoides","C3246"
"myd88","C90089"
"myeloblasts","C74632"
"myelocytes","C74662"
"myelocytic_leukemia_nos","C3172"
"myelodysplastic_syndrome_nos","C3247"
"myelodysplastic_syndrome_unclassifiable","C8648"
"myelodysplastic_syndrome_with_5q_deletion_5q_syndrome","C6867"
"myelodysplastic_syndrome_with_isolated_del_5q","C6867"
"myelodysplasticmyeloproliferative_neoplasm_unclassifiable","C27780"
"myelofibrosis_as_a_result_of_myeloproliferative_disease","C2862"
"myelofibrosis_with_myeloid_metaplasia","C2862"
"myelogenous_leukemia_nos","C3172"
"myeloid_and_lymphoid_neoplasms_with_pdgfra_rearrangement","C84275"
"myeloid_leukemia_associated_with_down_syndrome","C43223"
"myeloid_leukemia_nos","C3172"
"myeloid_neoplasms_with_pdgfrb_rearrangement","C84276"
"myeloid_sarcoma","C3520"
"myelolipoma","C3736"
"myeloma_nos","C3242"
"myelomatosis","C3242"
"myeloproliferative_disease_nos","C4345"
"myeloproliferative_neoplasm_nos","C4345"
"myelosclerosis_with_myeloid_metaplasia","C2862"
"myh11","C29957"
"myh9","C97646"
"myloproliferative_neoplasm_unclassifiable","C27780"
"myo5a","C122881"
"myod1","C93113"
"myoepithelial_adenoma","C7442"
"myoepithelial_carcinoma","C7596"
"myoepithelial_tumor","C40392"
"myoepithelioma","C40392"
"myofibroblastic_tumor_nos","C6481"
"myofibroblastoma","C49012"
"myofibroma","C7052"
"myofibromatosis","C3742"
"myoma","C4882"
"myometrium","C12314"
"myosarcoma","C4883"
"myxofibroma_nos","C66760"
"myxoid_chondrosarcoma","C4303"
"myxoid_fibroma","C66760"
"myxoid_leiomyosarcoma","C3701"
"myxoid_liposarcoma","C27781"
"myxoinflammatory_fibroblastic_sarcoma_mifs","C49025"
"myxolipoma","C4251"
"myxoliposarcoma","C27781"
"myxoma_nos","C6577"
"myxopapillary_ependymoma","C3697"
"myxosarcoma","C3255"
"nab2","C122903"
"naca","C97653"
"nagrestipen","C98294"
"namibia","C16891"
"naratuximab_emtansine","C100101"
"nasal_cavity","C12424"
"nasopharynx_nos","C12423"
"native_hawaiian_or_other_pacific_islander","C41219"
"natural_brother","C96570"
"natural_child","C100807"
"natural_daughter","C25165"
"natural_father","C96572"
"natural_grandchild","C100805"
"natural_grandfather","C96573"
"natural_grandmother","C96574"
"natural_grandparent","C100806"
"natural_mother","C96580"
"natural_parent","C166114"
"natural_sibling","C100809"
"natural_sister","C96586"
"natural_son","C150888"
"nauru","C16896"
"navicixizumab","C119620"
"nbea","C143075"
"nbn","C21178"
"nckipsd","C97433"
"ncoa1","C20695"
"ncoa2","C20697"
"ncoa4","C18381"
"ncor1","C28640"
"ncor2","C28633"
"ndihydrogalactochitosan","C173438"
"ndrg1","C24625"
"near_diploid","C165228"
"neck","C13063"
"necrosis_percent","C159481"
"negative","C38757"
"negative_no_dysplasia","C164040"
"neoplasm_benign","C3677"
"neoplasm_malignant","C9305"
"neoplasm_malignant_uncertain_whether_primary_or_metastatic","C65153"
"neoplasm_metastatic","C3261"
"neoplasm_nos","C3262"
"neoplasm_secondary","C36255"
"neoplasm_uncertain_whether_benign_or_malignant","C65157"
"nepal","C16901"
"nephew","C71409"
"nephroblastoma_nos","C40407"
"nephrogenic_adenofibroma","C39812"
"nephroma_nos","C40407"
"nerve_sheath_myxoma","C7018"
"nerve_tissue","C13052"
"nervous_system_nos","C12755"
"nesidioblastoma","C65184"
"nested_urothelial_carcinoma","C39819"
"netherlands","C16903"
"neurilemoma_malignant","C3798"
"neurilemoma_nos","C3269"
"neurilemosarcoma","C3798"
"neurinoma","C3269"
"neurinomatosis","C6557"
"neuroastrocytoma","C3788"
"neuroblastoma","C3270"
"neuroblastoma_nos","C3270"
"neurocytoma","C3791"
"neuroectodermal_tumor_nos","C3716"
"neuroendocrine_carcinoma_low_grade","C35727"
"neuroendocrine_carcinoma_moderately_differentiated","C35725"
"neuroendocrine_carcinoma_nos","C3773"
"neuroendocrine_carcinoma_poorly_differentiated","C155863"
"neuroendocrine_carcinoma_welldifferentiated","C35727"
"neuroendocrine_tumor_well_differentiated","C155861"
"neuroepithelioma_nos","C3716"
"neurofibroma_nos","C3272"
"neurofibromatosis_nos","C6727"
"neurofibrosarcoma","C3798"
"neurogenic_sarcoma","C3798"
"neurolipocytoma","C6905"
"neuroma_nos","C3275"
"neuronevus","C4229"
"neurosarcoma","C3798"
"neurothekeoma","C7018"
"neutrophil_bands","C64830"
"nevus_nos","C7570"
"new_caledonia","C16913"
"new_zealand","C16914"
"nf1","C17424"
"nf2","C17425"
"nfatc2","C93138"
"nfe2l2","C54237"
"nfib","C38401"
"nfkb2","C18404"
"nfkbie","C38396"
"nicaragua","C16915"
"niece","C71408"
"niece_second_degree_relative","C166115"
"niger","C16916"
"nigeria","C16917"
"nin","C97668"
"nipple","C12299"
"niue","C16918"
"nktcell_lymphoma_nasal_and_nasaltype","C4684"
"nkx21","C73443"
"nmd_transcript_variant","C148643"
"no_dysplasia","C164040"
"no_metastasis","C164041"
"no_metastasis_m0","C147528"
"no_smoke_exposure","C164092"
"no_vascular_invasion","C164046"
"nodal_marginal_zone_lymphoma","C8863"
"nodular_hidradenoma","C7568"
"nodular_melanoma","C4225"
"nogapendekin_alfa","C107503"
"nonchromaffin_paraganglioma_malignant","C4219"
"nonclonal","C172229"
"noncoding_transcript_exon_variant","C148645"
"noncoding_transcript_variant","C148644"
"nondrinker","C126379"
"none","C41132"
"nonencapsulated_sclerosing_adenocarcinoma","C7427"
"nonencapsulated_sclerosing_carcinoma","C7427"
"nonencapsulated_sclerosing_tumor","C7427"
"nonhodgkin_lymphoma_nos","C3211"
"noninfiltrating_intracystic_carcinoma","C7645"
"noninfiltrating_intraductal_papillary_adenocarcinoma","C4190"
"noninfiltrating_intraductal_papillary_carcinoma","C4190"
"noninvasive_efvptc","C126598"
"noninvasive_encapsulated_follicular_variant_of_papillary_thyroid_carcinoma_noninvasive_efvptc","C126598"
"noninvasive_follicular_thyroid_neoplasm_with_papillarylike_nuclear_features_niftp","C126598"
"noninvasive_ftp","C126598"
"noninvasive_pancreatobiliary_papillary_neoplasm_with_high_grade_dysplasia","C95915"
"noninvasive_pancreatobiliary_papillary_neoplasm_with_high_grade_intraepithelial_neoplasia","C95915"
"noninvasive_pancreatobiliary_papillary_neoplasm_with_low_grade_dysplasia","C95914"
"noninvasive_pancreatobiliary_papillary_neoplasm_with_low_grade_intraepithelial_neoplasia","C95914"
"nonkeratinizing","C161016"
"nonlymphocytic_leukemia_nos","C3172"
"nonmalignant","C25588"
"nono","C71419"
"nonpigmented_nevus","C27095"
"nonsense","C62198"
"nonsmall_cell_carcinoma","C65151"
"nonwntnonshh_activated","C129444"
"normal","C14165"
"north_korea","C16773"
"north_macedonia","C17654"
"northern_mariana_islands","C17882"
"norway","C16920"
"not_allowed_to_collect","C141478"
"not_applicable","C48660"
"not_cancer_related","C156428"
"not_determined","C129447"
"not_hispanic_or_latino","C41222"
"not_reported","C43234"
"notch1","C24636"
"notch2","C97677"
"npbno_palliative_benefit","C165204"
"npm1","C21185"
"nr4a3","C96007"
"nras","C25786"
"nrg1","C20174"
"nrno_response","C123600"
"nsd1","C75876"
"nsd2","C21416"
"nsd3","C96341"
"nse","C62216"
"nt5c2","C104587"
"nthl1","C106190"
"ntrk1","C18551"
"ntrk3","C24647"
"nuclear_staining","C165224"
"nullizygous","C148063"
"numa1","C24648"
"numidargistat","C142866"
"nup214","C24649"
"nup98","C20820"
"nurulimab","C156734"
"nut_carcinoma","C45716"
"nut_midline_carcinoma","C45716"
"nutm1","C92705"
"nutm2a","C101098"
"nutm2b","C101101"
"nx","C48718"
"oat_cell_carcinoma","C3915"
"occasional_drinker","C126382"
"occipital","C98188"
"occipital_lobe","C12355"
"odontoameloblastoma","C54317"
"odontogenic_carcinoma","C4812"
"odontogenic_carcinosarcoma","C4812"
"odontogenic_fibroma_nos","C4314"
"odontogenic_fibrosarcoma","C4317"
"odontogenic_ghost_cell_tumor","C54323"
"odontogenic_myxofibroma","C7452"
"odontogenic_myxoma","C7501"
"odontogenic_sarcoma","C4812"
"odontogenic_tumor_benign","C4306"
"odontogenic_tumor_malignant","C4812"
"odontogenic_tumor_nos","C3286"
"odontoma_nos","C3287"
"odronextamab","C119615"
"ofranergene_obadenovec","C71539"
"oil_burning_smoke_kerosene","C164093"
"oil_burning_smoke_nos","C164063"
"olfactory_nerve","C12759"
"olfactory_neuroblastoma","C3789"
"olfactory_neurocytoma","C67156"
"olfactory_neuroepithelioma","C3789"
"olfactory_neurogenic_tumor","C67155"
"olig2","C68575"
"oligoastrocytoma","C4050"
"oligodendroblastoma","C66802"
"oligodendroglioma_anaplastic","C4326"
"oligodendroglioma_idhmutant_and_1p19qcodeleted","C129318"
"oligodendroglioma_nos","C129319"
"oligofucoidan","C170752"
"olinvacimab","C102877"
"olvimulogene_nanivacirepvec","C79833"
"oman","C16933"
"omd","C97680"
"omentum","C33209"
"onatasertib","C92575"
"oncocytic_adenocarcinoma","C3679"
"oncocytic_adenoma","C3759"
"oncocytic_carcinoma","C3679"
"oncocytic_schneiderian_papilloma","C54345"
"oncocytoma","C7072"
"oncolytic_adenovirus_orca010","C168607"
"oncolytic_herpes_simplex_virus1_oncr177","C171540"
"oncolytic_hsv1_expressing_il12_and_antipd1_antibody_t3011","C175473"
"oncolytic_measles_virus_encoding_helicobacter_pylori_neutrophilactivating_protein","C173889"
"ontorpacept","C125718"
"onvatilimab","C127124"
"opolimogene_capmilisbac","C125631"
"optic_nerve","C12761"
"opucolimab","C165270"
"orbit_nos","C12347"
"orchioblastoma","C3011"
"orelabrutinib","C156173"
"oropharynx_nos","C12762"
"orvacabtagene_autoleucel","C147523"
"ossifying_fibroma","C8422"
"ossifying_fibromyxoid_tumor","C6582"
"ossifying_fibromyxoid_tumor_malignant","C121774"
"osteoblastic_sarcoma","C53953"
"osteoblastoma_malignant","C8380"
"osteoblastoma_nos","C3294"
"osteocartilaginous_exostosis","C3295"
"osteochondroma","C3295"
"osteochondromatosis_nos","C53457"
"osteochondrosarcoma","C4021"
"osteofibrosarcoma","C4020"
"osteogenic_sarcoma_nos","C9145"
"osteoid_osteoma_nos","C3297"
"osteoma_nos","C3296"
"osteosarcoma","C9145"
"osteosarcoma_nos","C9145"
"other","C17649"
"other_illdefined_sites","C147919"
"other_specified_parts_of_female_genital_organs","C148339"
"other_specified_parts_of_male_genital_organs","C148341"
"other_specified_parts_of_pancreas","C12273"
"ovarian_cancer","C7431"
"ovarian_capsule_fragmented","C164045"
"ovarian_capsule_intact","C164042"
"ovarian_capsule_ruptured","C164044"
"ovarian_stromal_tumor","C4862"
"ovary","C12404"
"overexpressed","C18211"
"oxaliplatin_eluting_beads","C172098"
"oxyphilic_adenocarcinoma","C3679"
"oxyphilic_adenoma","C3759"
"pabpc1","C143072"
"pacinian_tumor","C4328"
"pacmilimab","C132192"
"pafah1b2","C97894"
"paget_disease_and_intraductal_carcinoma_of_breast","C4019"
"paget_disease_extramammary","C3302"
"paget_disease_mammary","C47857"
"paget_disease_of_breast","C47857"
"pagetoid_reticulosis","C35794"
"pakistan","C16949"
"palate_nos","C12229"
"palau","C17733"
"palb2","C84945"
"pamrevlumab","C92577"
"panama","C16951"
"pancreas","C12393"
"pancreas_cancer","C3850"
"pancreas_nos","C12393"
"pancreatic_duct","C12272"
"pancreatic_endocrine_tumor_nos","C27031"
"pancreatoblastoma","C4265"
"pankras_inhibitor_bi_1701963","C166138"
"panmutationselective_egfr_inhibitor_cln081","C165567"
"pantrk_inhibitor_nov1601","C172394"
"panulisib","C104292"
"pap_smear","C17348"
"papalliative_therapy","C15292"
"papillary_adenocarcinoma_nos","C2853"
"papillary_adenofibroma","C8986"
"papillary_adenoma_nos","C6880"
"papillary_and_follicular_adenocarcinoma","C7380"
"papillary_and_follicular_carcinoma","C7380"
"papillary_carcinoma_columnar_cell","C35830"
"papillary_carcinoma_diffuse_sclerosing","C7427"
"papillary_carcinoma_in_situ","C65163"
"papillary_carcinoma_nos","C2927"
"papillary_carcinoma_of_thyroid","C4035"
"papillary_carcinoma_tall_cell","C35558"
"papillary_cystadenocarcinoma_nos","C3777"
"papillary_cystadenoma_borderline_malignancy","C4178"
"papillary_cystadenoma_lymphomatosum","C2854"
"papillary_cystadenoma_nos","C2974"
"papillary_cystic_tumor","C4179"
"papillary_ependymoma","C4319"
"papillary_epidermoid_carcinoma","C4102"
"papillary_glioneuronal_tumor","C92554"
"papillary_hidradenoma","C4171"
"papillary_meningioma","C3904"
"papillary_mucinous_cystadenocarcinoma","C65204"
"papillary_mucinous_cystadenoma_borderline_malignancy","C4186"
"papillary_mucinous_cystadenoma_nos","C4184"
"papillary_mucinous_tumor_of_low_malignant_potential","C4186"
"papillary_neoplasm_pancreatobiliarytype_with_high_grade_intraepithelial_neoplasia","C95915"
"papillary_nos","C35911"
"papillary_pseudomucinous_cystadenocarcinoma","C65204"
"papillary_pseudomucinous_cystadenoma_borderline_malignancy","C4186"
"papillary_pseudomucinous_cystadenoma_nos","C4184"
"papillary_renal_cell","C6975"
"papillary_renal_cell_carcinoma","C6975"
"papillary_serous_adenocarcinoma","C8377"
"papillary_serous_cystadenocarcinoma","C8377"
"papillary_serous_cystadenoma_borderline_malignancy","C4183"
"papillary_serous_cystadenoma_nos","C4180"
"papillary_serous_tumor_of_low_malignant_potential","C4183"
"papillary_squamous_cell_carcinoma","C4102"
"papillary_squamous_cell_carcinoma_in_situ","C65164"
"papillary_squamous_cell_carcinoma_noninvasive","C65164"
"papillary_syringadenoma","C4172"
"papillary_syringocystadenoma","C4172"
"papillary_transitional_cell_carcinoma","C4122"
"papillary_transitional_cell_carcinoma_noninvasive","C65181"
"papillary_transitional_cell_neoplasm_of_low_malignant_potential","C27884"
"papillary_tumor_of_the_pineal_region","C92624"
"papillary_urothelial_carcinoma","C4122"
"papillary_urothelial_carcinoma_noninvasive","C65181"
"papillary_urothelial_neoplasm_of_low_malignant_potential","C27884"
"papillocystic_adenocarcinoma","C3777"
"papilloma_nos","C7440"
"papilloma_of_bladder","C3842"
"papillomatosis_glandular","C65198"
"papillomatosis_nos","C3713"
"papillotubular_adenoma","C4143"
"papua_new_guinea","C16952"
"paraaortic","C77643"
"parachordoma","C6581"
"parafollicular_cell_carcinoma","C3879"
"paraganglioma_benign","C48314"
"paraganglioma_malignant","C8559"
"paraganglioma_nos","C3308"
"paraguay","C16953"
"parametrium","C12320"
"parasympathetic_paraganglioma","C4217"
"parathyroid_gland","C12765"
"paraurethral_gland","C61122"
"parent","C42709"
"parietal_cell_adenocarcinoma","C65194"
"parietal_cell_carcinoma","C65194"
"parietal_lobe","C12354"
"parosteal_osteosarcoma","C8969"
"parotid","C33278"
"parotid_gland","C12427"
"parp7_inhibitor_rbn2397","C170764"
"parp_12_inhibitor_imp4297","C168601"
"parp_inhibitor_nms03305293","C167278"
"parptankyrase_inhibitor_2x121","C102746"
"parsaclisib","C113434"
"parsaclisib_hydrochloride","C166387"
"partial_hydatidiform_mole","C4293"
"partial_methylation","C165231"
"partially_engineered_tregulatory_cell_donor_graft_trgft201","C167207"
"paternal_aunt","C96581"
"paternal_first_cousin","C96582"
"paternal_first_cousin_once_removed","C165852"
"paternal_grandfather","C96583"
"paternal_grandmother","C96584"
"paternal_grandparent","C111286"
"paternal_great_aunt","C165856"
"paternal_great_grandparent","C166128"
"paternal_great_uncle","C165857"
"paternal_half_brother","C96655"
"paternal_half_sibling","C166113"
"paternal_half_sister","C96657"
"paternal_uncle","C96585"
"pathogenic","C168799"
"pathologic_review","C125006"
"patritumab_deruxtecan","C136987"
"pattern_1","C28085"
"pattern_2","C28086"
"pattern_3","C28087"
"pattern_4","C28088"
"pattern_5","C28089"
"patz1","C97876"
"pax3","C24658"
"pax5","C24659"
"pax7","C24660"
"pax8","C97687"
"paxalisib","C116877"
"pbpalliative_benefit","C101516"
"pbrm1","C95438"
"pbx1","C97317"
"pcbp1","C95865"
"pcm1","C97900"
"pcr","C17003"
"pdcd1lg2","C45437"
"pde4dip","C97718"
"pdgfb","C18278"
"pdgfra","C24666"
"pdgfrb","C24667"
"pdl141bbhsa_trispecific_fusion_protein_nm211480","C174020"
"pdl1_inhibitor_gs4224","C170900"
"pdprogressive_disease","C8510"
"pecoma_malignant","C121792"
"pediatric_liver_cancer","C7708"
"pegvorhyaluronidase_alfa","C82659"
"pegylated_sn38_conjugate_plx038","C167334"
"pelabresib","C111901"
"pelvic_lymph_nodes","C12363"
"pelvis","C12767"
"pelvis_nos","C12767"
"penis_nos","C12409"
"peposertib","C120036"
"per1","C97721"
"periapical_cemental_dysplasia","C4308"
"periapical_cementoosseous_dysplasia","C4308"
"pericanalicular_fibroadenoma","C4272"
"perifollicular_fibroma","C4470"
"perineural_mpnst","C66845"
"perineurioma_malignant","C66845"
"perineurioma_nos","C4973"
"periosteal_chondroma","C4302"
"periosteal_chondrosarcoma","C7357"
"periosteal_fibroma","C66761"
"periosteal_fibrosarcoma","C66763"
"periosteal_osteosarcoma","C8970"
"peripheral_neuroectodermal_tumor","C9341"
"peripheral_odontogenic_fibroma","C4315"
"peripheral_primitive_neuroectodermal_tumor_nos","C9341"
"peripheral_tcell_lymphoma_aild_angioimmunoblastic_lymphadenopathy_with_dysproteinemia","C7528"
"peripheral_tcell_lymphoma_large_cell","C27352"
"peripheral_tcell_lymphoma_nos","C4340"
"peritoneal_cavity","C12769"
"peritoneal_fluid","C77612"
"peritoneum","C12770"
"peritoneum_nos","C12770"
"perivascular_epithelioid_cell_tumor_malignant","C121792"
"personalized_and_adjusted_neoantigen_peptide_vaccine_pandavac","C173152"
"personalized_neoantigen_dna_vaccine_gnospv01","C171430"
"personalized_neoantigen_dna_vaccine_gnospvo2","C170950"
"peru","C16972"
"pgr","C28656"
"pharynx_nos","C12425"
"pheochromoblastoma","C4220"
"pheochromocytoma_malignant","C4220"
"pheochromocytoma_nos","C3326"
"phf6","C101449"
"philippines","C16978"
"phosphaturic_mesenchymal_tumor_malignant","C121789"
"photodynamic_compound_tld1433","C172822"
"phox2b","C97724"
"phyllodes_tumor_benign","C4274"
"phyllodes_tumor_borderline","C7503"
"phyllodes_tumor_malignant","C4275"
"phyllodes_tumor_nos","C2977"
"physical_exam","C20989"
"picalm","C84434"
"pick_tubular_adenoma","C39976"
"pigmented_adenoma","C4164"
"pigmented_basal_cell_carcinoma","C9359"
"pigmented_dermatofibrosarcoma_protuberans","C9430"
"pigmented_nevus_nos","C27816"
"pigmented_schwannoma","C6970"
"pigmented_spindle_cell_nevus_of_reed","C4751"
"pik3ca","C21220"
"pik3cb","C24672"
"pik3r1","C97733"
"pilar_tumor","C27125"
"pilocytic_astrocytoma","C4047"
"piloid_astrocytoma","C4047"
"pilomatricoma_malignant","C4114"
"pilomatricoma_nos","C7368"
"pilomatrix_carcinoma","C4114"
"pilomatrixoma_malignant","C4114"
"pilomatrixoma_nos","C7368"
"pilomyxoid_astrocytoma","C40315"
"pim1","C18337"
"pimitespib","C134448"
"pimurutamab","C163981"
"pin_iii","C3642"
"pinatuzumab_vedotin","C104167"
"pindborg_tumor","C54301"
"pineal_gland","C12398"
"pineal_parenchymal_tumor_of_intermediate_differentiation","C6967"
"pinealoma","C3328"
"pineoblastoma","C9344"
"pineocytoma","C6966"
"pinkus_tumor","C4109"
"pipe","C86044"
"pituicytoma","C94524"
"pituitary_adenoma_nos","C3329"
"pituitary_carcinoma_nos","C4536"
"pituitary_gland","C12399"
"pixatimod","C95202"
"placenta","C13272"
"placental_site_trophoblastic_tumor","C3757"
"plag1","C71423"
"plamotamab","C130050"
"plasma","C13356"
"plasma_cell_leukemia","C3180"
"plasma_cell_myeloma","C3242"
"plasma_cell_tumor","C4665"
"plasmablastic_lymphoma","C7224"
"plasmacytic_leukemia","C3180"
"plasmacytic_lymphoma","C3212"
"plasmacytoma_extramedullary","C4002"
"plasmacytoma_nos","C9349"
"plasmacytoma_of_bone","C7812"
"plasmid_dna_vaccine_pinghher3fl","C171387"
"platelets","C51951"
"plcg1","C104821"
"pleomorphic_adenoma","C8602"
"pleomorphic_carcinoma","C4094"
"pleomorphic_cell_sarcoma","C66759"
"pleomorphic_leiomyoma","C4257"
"pleomorphic_lipoma","C3703"
"pleomorphic_liposarcoma","C3705"
"pleomorphic_lobular_carcinoma","C97051"
"pleomorphic_lobular_carcinoma_in_situ","C137839"
"pleomorphic_rhabdomyosarcoma_adult_type","C27369"
"pleomorphic_rhabdomyosarcoma_nos","C4258"
"pleomorphic_xanthoastrocytoma","C4323"
"pleura","C12469"
"pleura_nos","C12469"
"pleural_fluid","C77613"
"pleuropulmonary_blastoma","C5669"
"plexiform_fibrohistiocytic_tumor","C6493"
"plexiform_hemangioma","C6645"
"plexiform_neurofibroma","C3797"
"plexiform_neuroma","C3797"
"plexiform_schwannoma","C6969"
"pml","C24686"
"pms1","C18590"
"pms2","C18591"
"pnet_nos","C3716"
"pneumoblastoma","C3732"
"pngvl4acrte6e7l2_dna_vaccine","C175536"
"pngvl4asige7detoxhsp70_dna_and_hpv16_l2e6e7_fusion_protein_tacin_vaccine_pvx2","C172205"
"poland","C17002"
"polar_spongioblastoma","C66801"
"pold1","C106224"
"pole","C106232"
"polg","C143069"
"polq","C131801"
"polycythemia_rubra_vera","C3336"
"polycythemia_vera","C3336"
"polygonal_cell_carcinoma","C65161"
"polymerconjugated_il15_receptor_agonist_nktr255","C165666"
"polymorphic_post_transplant_lymphoproliferative_disorder","C7183"
"polypoid_adenoma","C3764"
"polyvesicular_vitelline_tumor","C3011"
"poorly_cohesive_carcinoma","C4127"
"poorly_differentiated","C42047"
"popliteal","C53146"
"porcupine_inhibitor_xnw7201","C172189"
"porocarcinoma","C5560"
"portugal","C17006"
"positive","C38758"
"post_transplant_lymphoproliferative_disorder_nos","C4727"
"postcricoid_region","C54221"
"posterior_mediastinum","C33368"
"posterior_wall_of_bladder","C12335"
"posterior_wall_of_hypopharynx","C12249"
"posterior_wall_of_nasopharynx","C12243"
"posterior_wall_of_oropharynx","C12240"
"pot1","C107655"
"pou2af1","C97730"
"pou5f1","C61140"
"ppar_alpha_antagonist_tpst1120","C169105"
"pparg","C24689"
"ppdpseudoprogression","C98298"
"ppfibp1","C101494"
"ppm1d","C88179"
"ppnet","C9341"
"ppp2r1a","C92536"
"ppp6c","C102901"
"pralsetinib","C132295"
"praluzatamab_ravtansine","C134697"
"prcc","C70994"
"prdm1","C24692"
"prdm16","C97736"
"prdm2","C143121"
"preb_all","C27798"
"precancerous_melanosis_nos","C4233"
"precursor_bcell_lymphoblastic_leukemia","C8644"
"precursor_bcell_lymphoblastic_lymphoma","C8868"
"precursor_cell_lymphoblastic_leukemia_nos","C3167"
"precursor_cell_lymphoblastic_leukemia_not_phenotyped","C3167"
"precursor_cell_lymphoblastic_lymphoma_nos","C9360"
"precursor_tcell_lymphoblastic_leukemia","C3183"
"precursor_tcell_lymphoblastic_lymphoma","C6919"
"preleukemia","C3247"
"preleukemic_syndrome","C3247"
"premalignant","C36032"
"prepreb_all","C27799"
"prepuce","C12323"
"present","C25626"
"pret_all","C27261"
"prex2","C102517"
"prf1","C97739"
"primary","C8509"
"primary_amyloidosis","C3819"
"primary_cutaneous_anaplastic_large_cell_lymphoma","C6860"
"primary_cutaneous_cd30_large_tcell_lymphoma","C6860"
"primary_cutaneous_cd30_tcell_lymphoproliferative_disorder","C7195"
"primary_cutaneous_cd4positive_smallmedium_tcell_lymphoma","C45366"
"primary_cutaneous_cd8positive_aggressive_epidermotropic_cytotoxic_tcell_lymphoma","C45339"
"primary_cutaneous_dlbcl_leg_type","C45194"
"primary_cutaneous_follicle_centre_lymphoma","C7217"
"primary_cutaneous_gammadelta_tcell_lymphoma","C45340"
"primary_cutaneous_neuroendocrine_carcinoma","C9231"
"primary_effusion_lymphoma","C6915"
"primary_myelofibrosis","C2862"
"primary_serous_papillary_carcinoma_of_peritoneum","C7695"
"primitive_neuroectodermal_tumor_nos","C3716"
"prkaca","C38409"
"prkar1a","C97742"
"prkcb","C39597"
"prmt5_inhibitor_prt811","C168531"
"prob_all","C27798"
"prolactinoma","C3342"
"prolgolimab","C148155"
"proliferating_trichilemmal_cyst","C27125"
"proliferating_trichilemmal_tumor","C27125"
"proliferative_dermal_lesion_in_congenital_nevus","C66755"
"proliferative_polycythemia","C3336"
"prolymphocytes","C74620"
"prolymphocytic_leukemia_bcell_type","C4753"
"prolymphocytic_leukemia_nos","C3181"
"prolymphocytic_leukemia_tcell_type","C4752"
"promonocytes","C74621"
"promyelocytes","C74622"
"prostaglandin_e2_ep4_receptor_inhibitor_an0025","C129689"
"prostate_cancer","C4863"
"prostate_gland","C12410"
"prostatespecific_antigen_psa","C17525"
"prostatic_intraepithelial_neoplasia_grade_iii","C3642"
"prot_all","C27261"
"protein","C17021"
"protein_altering_variant","C18133"
"protein_tyrosine_kinase_2_inhibitor_in10018","C166122"
"protoplasmic_astrocytoma","C4320"
"prpartial_response","C18058"
"prpf40b","C143090"
"prrx1","C98030"
"psammomatous_meningioma","C4331"
"psammomatous_schwannoma","C3269"
"pseudomucinous_adenocarcinoma","C3776"
"pseudomucinous_cystadenocarcinoma_nos","C3776"
"pseudomucinous_cystadenoma_nos","C2973"
"pseudomyxoma_peritonei","C3345"
"pseudomyxoma_peritonei_with_unknown_primary_site","C3345"
"pseudosarcomatous_carcinoma","C27004"
"psip1","C20676"
"psrpseudoresponse","C131142"
"ptch1","C18255"
"pten","C18256"
"ptk6","C24701"
"ptld_nos","C4727"
"ptpn11","C26337"
"ptpn13","C104212"
"ptpn6","C24708"
"ptprb","C122909"
"ptprc","C24711"
"ptprk","C106113"
"ptprt","C24716"
"puerto_rico","C17043"
"pulmonary_adenomatosis","C3763"
"pulmonary_artery_intimal_sarcoma","C142825"
"pulmonary_blastoma","C3732"
"pulmonary_myxoid_sarcoma_with_ewsr1creb1_translocation","C142827"
"pwwp2a","C122890"
"pylorus","C12260"
"pyriform_sinus","C33439"
"pyruvate_kinase_m2_isoform_activator_tp1454","C175380"
"qatar","C17045"
"qki","C111937"
"queyrat_erythroplasia","C27790"
"rabep1","C97751"
"rac1","C99663"
"racemetyrosinemethoxsalenphenytoinsirolimus_sm88","C124051"
"racemose_hemangioma","C2882"
"rad21","C93082"
"rad51b","C90145"
"radgocitabine","C82697"
"radgocitabine_hydrochloride","C150430"
"radiation_hypofractionated","C62726"
"radiation_photon_beam","C104914"
"raeb","C7506"
"raeb_i","C7167"
"raeb_ii","C7168"
"raebt","C27080"
"raf1","C18338"
"ragifilimab","C126643"
"ralgds","C24721"
"ranbp2","C114452"
"rap1gds1","C97758"
"rara","C21571"
"rars","C4036"
"rathke_pouch_tumor","C2964"
"rb1","C17360"
"rbm10","C115382"
"rbm15","C97293"
"rdresponsive_disease","C165206"
"rearrangement","C36541"
"recklinghausen_disease","C3273"
"recombinant_bacterial_minicells_vax014","C170742"
"recombinant_erwinia_asparaginase_jzp458","C167120"
"recombinant_human_papillomavirus_11valent_vaccine","C168605"
